Rank,Title,Score,Chapters/Volumes,Published
40330,Koi no Torikata,N/A,Manga (? vols),May 2017 -
40331,Lailah to Shinitagari no Kemono,N/A,Manga (4 vols),Sep 2016 - Mar 2018
40332,Muttsuri Shinken,N/A,Manga (3 vols),Dec 2016 - Jun 2017
40333,Ippiki to Kyuujuukyuuhiki to,N/A,Manga (2 vols),Oct 2010 - Feb 2012
40334,Shinsei Kigeki,N/A,Manga (6 vols),May 2006 - Jan 2007
40335,The iDOLM@STER Million Live!: Blooming Clover,N/A,Manga (? vols),Mar 2017 -
40336,Quo Vadis,N/A,Manga (20 vols),Feb 2007 - Jan 2017
40337,Boukun no Koijijou: Gouin na Kyuukon ni Madou Cinderella,N/A,Light Novel (1 vols),Oct 2016 - Oct 2016
40338,Inma no Kuni no Alice,N/A,Light Novel (1 vols),May 2016 - May 2016
40339,Fukairi Genkin!? Barista Ouji no Koi no Tehodoki,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
40340,Kindan 4P, Senpai no Ecchi na Koe de Nurechatta.,N/A,Light Novel (1 vols),Jul 2013 - Jul 2013
40341,Katasugiru Wakatono to Wakeari no Sokushitsu,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
40342,Watashi no Kare wa Amakute Tsumetai Otoko no Ko,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
40343,Sannin no Shachou: Midara na Junai ni Torawarete,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
40344,Sono Hitomi ni Inukarete,N/A,Light Novel (1 vols),May 2016 - May 2016
40345,Taishou Alice: Koushakuke Kyoudai no Soudatsuai,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
40346,Oresama Onzoushi no Amai Yubisaki: Kaseifu no Mika,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
40347,Koisuru Program: Tensai Shachou no Bukiyou na Kyuuai,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
40348,Kanbi na Seiryaku Kekkon: Dannasama no Yasashii Wana,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
40349,Ame Tokidoki Bou-chan,N/A,Manga (1 vols),Jun 2014 - Feb 2015
40350,Atari no Kitchen!,N/A,Manga (4 vols),Nov 2016 - Sep 2018
40351,Gesu no Police,N/A,Manga (2 vols),Feb 2016 - Dec 2016
40352,Barber Harbor,N/A,Manga (7 vols),Sep 2001 - Jun 2005
40353,Koutei Heika no Kajou na Chouai,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
40354,Vampire no Mitsuga: Baramori Musume wa Jouyoku ni Torawarete,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
40355,Ubawareta Kenshin: Utsukushiki Kemono no Shuuchaku ni Reijou wa Oboreru,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
40356,Bara no Kemono to Kutsujoku no Chigiri,N/A,Light Novel (1 vols),Oct 2016 - Oct 2016
40357,Hatsukoi Labyrinth: Nemureru Junkyouju no Henkutsu na Junjou,N/A,Light Novel (1 vols),Nov 2016 - Nov 2016
40358,Aiwaku no Ningyohime: Amai Shitto to Koi no Sakuryaku,N/A,Light Novel (1 vols),Dec 2016 - Dec 2016
40359,Oni no Koiwazurai: Chouka wa Muku na Ai ni Oboreru,N/A,Light Novel (1 vols),Dec 2016 - Dec 2016
40360,Futari no Mitsuame.,N/A,Light Novel (1 vols),Dec 2013 - Dec 2013
40361,Yubisaki kara Ai no Lesson,N/A,Light Novel (1 vols),Feb 2014 - Feb 2014
40362,Kimi no Te de Saku Hana ni Naru,N/A,Light Novel (1 vols),Feb 2014 - Feb 2014
40363,Uso wa Midara na Koi no Wana,N/A,Light Novel (1 vols),Mar 2014 - Mar 2014
40364,Virgin Tears,N/A,Light Novel (1 vols),Apr 2014 - Apr 2014
40365,Watashi ga Neko ni Naru Hi made,N/A,Light Novel (1 vols),May 2014 - May 2014
40366,Zangyou wa Bed no Ue de,N/A,Light Novel (1 vols),May 2014 - May 2014
40367,Julia Caesar no Ketsudan,N/A,Light Novel (? vols),Apr 2017 -
40368,Aires no Shisho,N/A,Light Novel (1 vols),Apr 2017 - Apr 2017
40369,Maoujou no Chef,N/A,Light Novel (? vols),Apr 2017 -
40370,Magan no Goshujinsama.,N/A,Light Novel (? vols),Apr 2017 -
40371,Icon,N/A,Manga (1 vols),Oct 2014 - Jan 2016
40372,Bishoujo Infernal Paradise!,N/A,Manga (3 vols),Jul 2006 - Nov 2011
40373,Bud Boy Bangai-hen,N/A,Manga (3 vols),Sep 2003 - Sep 2009
40374,AkuMusu,N/A,Manga (2 vols),Apr 2013 - Dec 2014
40375,Aku no Quartet,N/A,Manga (1 vols),Dec 2014 - Dec 2014
40376,Datte Aishiteru,N/A,Manga (3 vols),Nov 2004 - Nov 2010
40377,Torokeru Bara ni Kuchizuke wo,N/A,Light Novel (1 vols),Jun 2014 - Jun 2014
40378,Toshishita no Hisoka na Gouin: Chou wa Mitsuya ni Uka wo Suru,N/A,Light Novel (1 vols),Jul 2014 - Jul 2014
40379,Junketsu Porno Graffitti: Amakute Midara,N/A,Light Novel (1 vols),Aug 2014 - Aug 2014
40380,Funky Servant,N/A,Manga (2 vols),Feb 2002 - Dec 2005
40381,Blend Tea wa Koi no Aji,N/A,Light Novel (1 vols),Sep 2014 - Sep 2014
40382,Koisuru Fragrance: Choukoushi no Amai Jouken,N/A,Light Novel (1 vols),Oct 2014 - Oct 2014
40383,Amadare Koijouji: Sono Yubi de Watakushi wo Nurashite,N/A,Light Novel (1 vols),Nov 2014 - Nov 2014
40384,Gouin Sae mo Hitasura Amaku,N/A,Light Novel (1 vols),Nov 2014 - Nov 2014
40385,S-kei Toshishita Ouji ni Miserarete: Yume no Naka no Koi,N/A,Light Novel (1 vols),Mar 2015 - Mar 2015
40386,Hana Ichirin no Ouse: Tobikiri Amai Unmei no Koi,N/A,Light Novel (1 vols),May 2015 - May 2015
40387,Koi no Kizu sae Kare no Wana,N/A,Light Novel (1 vols),Jul 2015 - Jul 2015
40388,Ojousama Shousetsuka no Kiken na Doukyo Seikatsu: Kahogo Shitsuji ni Aisarete,N/A,Light Novel (1 vols),Jul 2015 - Jul 2015
40389,Plamo Kyoushirou,N/A,Manga (15 vols),Jan 1982 - Oct 1986
40390,Yuuwaku no Shirabe: S Kare to Nurekei Pure Love,N/A,Light Novel (1 vols),Aug 2015 - Aug 2015
40391,Kaikan★Bishonure Love: Biyoushi to Ofuro to,N/A,Light Novel (1 vols),Aug 2015 - Aug 2015
40392,Kuro Koushaku no Hanayome Erabi: Migawari ni Natta Cinderella,N/A,Light Novel (1 vols),Dec 2015 - Dec 2015
40393,Tsukiyosai no Mitsukai: Jajauma Hanayome to Urei no Ouji,N/A,Light Novel (1 vols),Aug 2015 - Aug 2015
40394,Sparrow's Hotel Annex,N/A,Manga (? vols),Mar 2013 -
40395,Otome no Himitsu wa Yawahada to Tomo ni Abakareru,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
40396,Shachou to Hitotsu Yane no Shita de: Kaseifu no Kanbi na Katakoi,N/A,Light Novel (1 vols),Aug 2015 - Aug 2015
40397,Ubawareta Junketsu: Ouji no Amai Shuuchakuai,N/A,Light Novel (1 vols),Aug 2015 - Aug 2015
40398,Shin Garouden,N/A,Manga (6 vols),Feb 2013 - May 2014
40399,Uchi no Sensei,N/A,Manga (2 vols),Jul 2014 - Dec 2014
40400,Shiroi Kioku mo Aishiteru: Shinshi Shachou no Shuuchakuai,N/A,Light Novel (1 vols),Sep 2015 - Sep 2015
40401,Yuuheiou to Nerawareta Hanayome,N/A,Light Novel (1 vols),Sep 2015 - Sep 2015
40402,Shinku no Odoriko to Hanataba no Ouji: Jounetsuteki ni Ubawarete,N/A,Light Novel (1 vols),Sep 2015 - Sep 2015
40403,Jaou to Itsuwari no Hanayome: Senya Koimonogatari,N/A,Light Novel (1 vols),Dec 2015 - Dec 2015
40404,Nessa no Kuni no Ningyohime,N/A,Light Novel (1 vols),Dec 2015 - Dec 2015
40405,Koutei Heika no Dekiai Chouhi,N/A,Light Novel (1 vols),Dec 2015 - Dec 2015
40406,Terpsichore Dai-2-bu,N/A,Manga (5 vols),Nov 2007 - Sep 2010
40407,Sokubakukei no Koimahou: Ikisugita Shuushinai,N/A,Light Novel (1 vols),Dec 2015 - Dec 2015
40408,Ouzoushi no Nekkyouai: Coffee wa Mitsugi no Nochi de,N/A,Light Novel (1 vols),Dec 2015 - Dec 2015
40409,Shaman,N/A,Manga (? vols),Dec 2011 -
40410,Usubeni no Tsuki: Tsumibukaki Ouse,N/A,Light Novel (1 vols),Dec 2015 - Dec 2015
40411,Toraware no Hanayome to Amai Doku no Kusari,N/A,Light Novel (1 vols),Dec 2015 - Dec 2015
40412,Tategoto-hime: Kikoushi ga Kanaderu Mitsu no Senritsu,N/A,Light Novel (1 vols),Dec 2015 - Dec 2015
40413,Keiyaku Kekkon: Oresama Shachou no Amai Wana,N/A,Light Novel (1 vols),Dec 2015 - Dec 2015
40414,Seishun Sweet Track,N/A,Manga (2 vols),Aug 2014 - Oct 2016
40415,Four Seams,N/A,Manga (? vols),Mar 2013 -
40416,Ichimatsu Torimonochou,N/A,Manga (6 vols),Oct 2014 - Nov 2016
40417,My Friend Doubutsu Byouin Note,N/A,Manga (2 vols),2006 - 2009
40418,Binkan Idol to Kaikan Ghost,N/A,Manga (2 vols),Nov 2015 - Nov 2016
40419,Santousei no Spica,N/A,Manga (3 vols),Aug 2010 - Feb 2014
40420,Sanada to Hamako,N/A,Manga (2 vols),Jun 2012 - Jul 2013
40421,Tozasareta Kojou to Toraware no Otome,N/A,Light Novel (1 vols),May 2016 - May 2016
40422,Kiss wa Waltz wo Hiite kara,N/A,Light Novel (1 vols),May 2016 - May 2016
40423,Kago no Naka no Aishuu: Masquerade Rhapsody,N/A,Light Novel (1 vols),May 2016 - May 2016
40424,Shakunetsu no Ouji to Koorihada no Himegimi,N/A,Light Novel (1 vols),May 2016 - May 2016
40425,Kiken na Koi wa Ouji-sama to Tomo ni,N/A,Light Novel (1 vols),May 2016 - May 2016
40426,Juukei-sama no Mitsu naru Sakubou,N/A,Light Novel (1 vols),May 2016 - May 2016
40427,Fukushuu to Shuuai no Mitsuya,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
40428,Muku na Oujo wa Kasshoku no Kishi ni Mi wo Yudaneru,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
40429,Level Resetter: Chris to Meikyuu no Himitsu,N/A,Light Novel (? vols),Apr 2017 -
40430,Teni shita no ni Toumei Ningen: Seikou ni Michibikareru Oujosama,N/A,Light Novel (? vols),Apr 2017 -
40431,World End Highland,N/A,Light Novel (? vols),Apr 2017 -
40432,Kokuryuu Koushu Choukiden: Ouji wa Koushu wo Toraeru,N/A,Light Novel (1 vols),May 2015 - May 2015
40433,Hikikomori Eiyuu to Shinjuu Kenki no Reizoku Keiyaku,N/A,Light Novel (? vols),Apr 2017 -
40434,Jishou F-Rank no Oniisama ga Game de Hyouka sareru Gakuen no Chouten ni Kunrin suru Sou desu yo?,N/A,Light Novel (? vols),Apr 2017 -
40435,Yume kara Sametemo,N/A,Manga (3 vols),May 2012 - May 2016
40436,Nounashi Tenseiou no Black Arts,N/A,Light Novel (1 vols),Apr 2017 - Apr 2017
40437,Isekai Kangoku√Rakuenka Keikaku,N/A,Light Novel (? vols),Apr 2017 -
40438,Mahoutsukai wa Owaranai,N/A,Light Novel (? vols),Apr 2017 -
40439,Tensei Inja wa Hokusoemu,N/A,Light Novel (? vols),Apr 2017 -
40440,Ore to Kanojo no Koi wo Chounouryoku ga Jama shiteru.,N/A,Light Novel (? vols),Apr 2017 -
40441,Ryuu to Mahou no Kuusenki,N/A,Light Novel (? vols),May 2017 -
40442,Idol Kagyou, Hajimemashita!,N/A,Light Novel (1 vols),Apr 2017 - Apr 2017
40443,Boku to Kanojo to Futari no Korekara,N/A,Light Novel (1 vols),Apr 2017 - Apr 2017
40444,Shinjuku Connective,N/A,Light Novel (? vols),May 2017 -
40445,Near Dead No.7,N/A,Light Novel (? vols),Apr 2017 -
40446,Bright Blood,N/A,Light Novel (? vols),May 2017 -
40447,Nikushoku Joshi!!,N/A,Manga (2 vols),Jul 2016 - Dec 2017
40448,Sin: Nanatsu no Taizai,N/A,Manga (1 vols),Aug 2016 - Mar 2017
40449,Junketsu Sensen,N/A,Manga (3 vols),Sep 2016 - Jul 2018
40450,Super Cartesian Theater,N/A,Manga (5 vols),Jun 2016 - Dec 2018
40451,Shikkoku Shoujo,N/A,Manga (2 vols),Oct 2016 - Aug 2017
40452,Master's,N/A,Manga (9 vols),Jul 2011 - Aug 2013
40453,Karin-po,N/A,Manga (4 vols),Jun 2016 - Aug 2018
40454,Cosmetics no Mahou,N/A,Manga (16 vols),Mar 1999 - Jul 2004
40455,Shin Cosmetics no Mahou,N/A,Manga (6 vols),Oct 2004 - Jun 2007
40456,Nessa no Ou ni Ubawareta Hanayome: Torikago no Chouhi wa Shukufuku no Chigiri wo Kawasu,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
40457,Lunatic Sugar: London no Majutsushi no Katsuai,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
40458,Haitoku no Persona: Onzoushi wa Kogareru hodo Otome wo Aisu,N/A,Light Novel (1 vols),May 2015 - May 2015
40459,Ichizu na Shinai wa Cinema ni Michibikarete,N/A,Light Novel (1 vols),May 2015 - May 2015
40460,Koushaku-sama no Kanbi na Dokusenai: Hanayome wa Yasashii Himitsu ni Madou,N/A,Light Novel (1 vols),May 2015 - May 2015
40461,Nisekoi Kareshi wa Junkyouju!?,N/A,Light Novel (1 vols),May 2015 - May 2015
40462,Tantou Henshuusha wa Nido Koi wo Suru: Henshuusha x Shousetsuka no Baai,N/A,Light Novel (1 vols),May 2015 - May 2015
40463,Kachiki na Maid wa Shuuchaku no Mitsugi ni Torawareru: Shounetsu no Taishou Roumantan,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
40464,Sono Ai wa Himeta Zaika ni Yurete,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
40465,Shoujo Kusushi to Kanbi na Nemuri: Ryuusei ni Taorareta Muku na Hana,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
40466,Hotel Shangri-La: Kako to Mirai wo Tsunagu Basho,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
40467,Chotto Mate Yakyuubu!: Kenritsu Shingen Koukou Yakyuubu no Nichijou,N/A,Manga (? vols),Apr 2015 -
40468,S-kei Kareshi no Jijou,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
40469,Medaka-kun, Sayonara.,N/A,Manga (? vols),Jul 2016 - May 2017
40470,Tokiwa Bowl no Megami-sama,N/A,Manga (4 vols),May 2017 - Jul 2018
40471,Kotone no Mahoroba,N/A,Manga (? vols),Apr 2017 -
40472,Sokuhi Shigan!,N/A,Light Novel (? vols),Aug 2014 -
40473,Tsuki ni Hoerannee,N/A,Manga (? vols),Sep 2013 -
40474,Hikikomori Denka to Chouai Himekishi,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
40475,Himitsu no Prince wa Ringo no Mitsu de Otome wo Mederu,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
40476,Play Ball 2,N/A,Manga (12 vols),Apr 2017 - May 2021
40477,Inugami Mokkosu,N/A,Manga (5 vols),Apr 2012 - Feb 2013
40478,Nibuiro Sekai wa Unmei no Koi de Kagayaku,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
40479,Kizoku Kyoudai to Mitsu-iro Maid Keiyaku,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
40480,Tenkei no Otome: Mitsuai Gyokuza,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
40481,Senbouai to Nanatsu no Kase,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
40482,Oresama Ouji to Amagamihime,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
40483,Tenshi no Tsura no Kawa,N/A,Manga (5 vols),Apr 1999 - Dec 2001
40484,Lupin III T,N/A,Manga (3 vols),Oct 2012 - Oct 2015
40485,Amai Kyousei wa Ikoku no Shirabe,N/A,Light Novel (1 vols),Oct 2016 - Oct 2016
40486,Hakugin no Ouji wa Tsumitoga no Otome wo Amaku Ugatsu,N/A,Light Novel (1 vols),Oct 2016 - Oct 2016
40487,Iron Buddy,N/A,Manga (4 vols),Jul 2016 - Mar 2017
40488,Rakuraku Shinwa,N/A,Manga (2 vols),Apr 2017 - Aug 2017
40489,Bokutachi no Shinsekai,N/A,Manga (3 vols),Apr 2017 - Sep 2018
40490,Jiai to Yokujou ni Chiru Kinki no Touka,N/A,Light Novel (1 vols),Dec 2016 - Dec 2016
40491,Daiku no Hatou,N/A,Manga (? vols),Apr 2017 -
40492,Youkai Giga,N/A,Manga (? vols),Apr 2017 -
40493,Meteor Girl,N/A,Manga (4 vols),May 2017 - Jan 2018
40494,Kiss wa Mahou no Jumon kara,N/A,Light Novel (1 vols),Nov 2016 - Nov 2016
40495,Utsukushii Inu,N/A,Manga (2 vols),Dec 2016 - Aug 2017
40496,Chotto Ima kara Shigoto Yametekuru,N/A,Manga (1 vols),Nov 2016 - Apr 2017
40497,Enrei na Ijiwaru wa Uso no Daishou,N/A,Light Novel (1 vols),Dec 2016 - Dec 2016
40498,Shinobu Mitsugetsu ni Gebita Kyouran no Wana,N/A,Light Novel (1 vols),Dec 2016 - Dec 2016
40499,Kuukyo na Kekkon wo Me de Mitashite,N/A,Light Novel (1 vols),Jan 2017 - Jan 2017
40500,Orc ga Onna Kishi wo Ikusei shitemita,N/A,Manga (3 vols),Jun 2016 - Apr 2019
40501,Otemba Reijou ni Amai Shioki wo: Hatsukoi wa Himitsu no Palace,N/A,Light Novel (1 vols),Jan 2017 - Jan 2017
40502,Haitoku no Shiro: Sono Tsumi wa Uso Me de Kiteru,N/A,Light Novel (1 vols),Feb 2017 - Feb 2017
40503,Tensou Kidou Arvadling,N/A,Manga (4 vols),Aug 2016 - Apr 2018
40504,Danshinchi,N/A,Manga (5 vols),Oct 2016 - Apr 2018
40505,Tobaku no Kyojin,N/A,Manga (3 vols),Sep 2016 - Oct 2017
40506,Ijimenaide, Onzoushi-sama,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
40507,Reitetsu na Kikoushi to Akuratsu na Majo,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
40508,Shikkoku Kishi to Hoshiyome no Otome: Mitsuya ni Chirasareru Junketsu,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
40509,Itsuwari no Ningyou: Reitetsu Shujin no Aigi ni Midasarete,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
40510,Motto! Ganbare! Kieruna!! Shikiso Usuko-san,N/A,Manga (1 vols),Jan 2015 - May 2015
40511,Gouman Ouji ni wa Sakaraenai! Jajauma-hime no Hatsukoi,N/A,Light Novel (1 vols),Feb 2017 - Feb 2017
40512,Ochikubo: Ima wa Mukashi no Cinderella Story,N/A,Manga (? vols),Nov 2014 -
40513,Fukigen na Goshujinsama,N/A,Light Novel (1 vols),Jun 2015 - Jun 2015
40514,Kuromori Climb,N/A,One-shot (? vols),Apr 2017 - Apr 2017
40515,Yume no Shima de Aimashou,N/A,Manga (1 vols),Dec 1983 - Dec 1984
40516,Kitsune no Yomeiri,N/A,Manga (2 vols),May 2014 - Jul 2015
40517,1925,N/A,Manga (? vols),Sep 2014 - Mar 2016
40518,Oyako ni Narimashita (Kari),N/A,Manga (1 vols),Mar 2016 - May 2017
40519,Shuumatsu Nani Shi ni Ikou?,N/A,Manga (1 vols),Nov 2016 - Jul 2017
40520,Cinderella no Aneue,N/A,Light Novel (1 vols),Jul 2015 - Jul 2015
40521,Meikyuu Ouji to Watari-hime,N/A,Light Novel (1 vols),Aug 2015 - Aug 2015
40522,Otome Game de Shinitakunai n desu,N/A,Light Novel (1 vols),Oct 2015 - Oct 2015
40523,Hajimete no Hito ni Natte Kuremasen ka?,N/A,Light Novel (1 vols),Jan 2016 - Jan 2016
40524,Midori no Shizuku,N/A,Light Novel (2 vols),Aug 2015 - Jan 2016
40525,Kawareta Koi no Torimodoshikata,N/A,Light Novel (1 vols),May 2016 - May 2016
40526,Daisan Ouji to Onna Kishi Danchou,N/A,Light Novel (2 vols),Dec 2015 - May 2016
40527,Aoi Tori Tsukamaete,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
40528,Benitokage wa Ai wo Toku,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
40529,Eien wa Chikaenai,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
40530,Akuma no Aihi wa, ○○ no Bara,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
40531,Usotsuki! Gokuou-kun,N/A,Manga (? vols),Apr 2011 -
40532,Oretachi Mew Tanteidan,N/A,One-shot (? vols),Jun 2005 - Jun 2005
40533,Kimi no Niwa.,N/A,Manga (3 vols),Nov 2016 - Sep 2017
40534,Roku+Ichigurashi,N/A,Manga (1 vols),Nov 2016 - Jul 2017
40535,Starmine,N/A,Manga (10 vols),Nov 2008 - Aug 2019
40536,Hakushaku-sama to Koi no kara Sawagi,N/A,Light Novel (1 vols),Nov 2016 - Nov 2016
40537,Himegoto,N/A,Light Novel (1 vols),Feb 2017 - Feb 2017
40538,Watashi no Daikirai na Ouji-sama,N/A,Light Novel (1 vols),Feb 2017 - Feb 2017
40539,Kagerou Nikki,N/A,Manga (1 vols),Aug 1994 - Sep 1996
40540,Anzu no Majo,N/A,Light Novel (1 vols),May 2016 - May 2016
40541,Aishu Zenchaku,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
40542,Tou kara Orita Himegimi: Tensei Oujo to Kemono na Kenou,N/A,Light Novel (1 vols),Feb 2017 - Feb 2017
40543,Makai de Kekkon Shimashita,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
40544,Junai Erotic!,N/A,Light Novel (1 vols),Oct 2012 - Oct 2012
40545,Koisuru Mahou: Kimi wo Hitorijime,N/A,Light Novel (1 vols),May 2013 - May 2013
40546,Oyomesan ni Shite Ageru,N/A,Light Novel (1 vols),Jan 2013 - Jan 2013
40547,Aigan: Keiyaku kara Hajimaru Love Romance,N/A,Light Novel (1 vols),Nov 2012 - Nov 2012
40548,Love Toy: Anata no Omocha,N/A,Light Novel (1 vols),Apr 2013 - Apr 2013
40549,Ryuujin-den Gagamaru,N/A,One-shot (? vols),Aug 2015 - Aug 2015
40550,Are ga Ii Kore ga Ii,N/A,Manga (1 vols),Dec 2011 - Aug 2012
40551,Hiyaumaki,N/A,Manga (3 vols),Jan 2014 - Mar 2015
40552,Jugemu,N/A,Manga (? vols),Apr 2017 -
40553,Steins;Gate: Hiyoku Renri no +Nyan² Crisis☆,N/A,Manga (1 vols),Jun 2012 - Jan 2013
40554,Shiawase-iro no Jitensha,N/A,Manga (1 vols),Apr 2008 - Jun 2008
40555,Chikai no Mae ni Kiss wo Shite,N/A,Light Novel (1 vols),Feb 2013 - Feb 2013
40556,Otona no Renai Jijou: Konya Ubatte,N/A,Light Novel (1 vols),Nov 2012 - Nov 2012
40557,Toshokan de Moteasobarete: Chikan Bishounen no Amai Yubisaki,N/A,Light Novel (1 vols),Mar 2013 - Mar 2013
40558,Misshitsu ni Toraware, Zengo kara Omocha ni Sarete: Naitemo Saken demo Kikoenai,N/A,Light Novel (1 vols),Oct 2012 - Oct 2012
40559,Hikkoshiya-san ni Osowareta Watashi: Nimotsu no Naka no Otona no Omocha wo Tamesarete,N/A,Light Novel (1 vols),Nov 2012 - Nov 2012
40560,Robot Girls Z,N/A,Manga (1 vols),Dec 2013 - May 2014
40561,Mekakushi Sarete, Fukushuu no Otoko ni: Koukyuu Hotel no Himitsu no Service,N/A,Light Novel (1 vols),Sep 2012 - Sep 2012
40562,Ikemen Manzaishi no Ikenai Tsukkomi!,N/A,Light Novel (1 vols),Mar 2013 - Mar 2013
40563,Shitsuren Tour Conductor no Zecchou Travel,N/A,Light Novel (1 vols),Nov 2012 - Nov 2012
40564,Ikemen Bouzu to Midara na Shugyou,N/A,Light Novel (1 vols),Sep 2012 - Sep 2012
40565,Tousatsu Chikan de Nanpitomo ni Ikasarete: Fukusuu Shikan Nonstop 24-jikan Namachuukei,N/A,Light Novel (1 vols),Oct 2012 - Oct 2012
40566,Watashi dake no Amaama Dekiai Hero,N/A,Light Novel (1 vols),Mar 2013 - Mar 2013
40567,Toshishita Kare wa Kemono Chef Minarai,N/A,Light Novel (1 vols),Dec 2012 - Dec 2012
40568,Do S na Joushi to Fujun na Kankei.,N/A,Light Novel (1 vols),Nov 2012 - Nov 2012
40569,Isshuukan no Toriko: Ai wo Kureta Kankin Kyuuseishu,N/A,Light Novel (1 vols),Apr 2013 - Apr 2013
40570,Watashi wa Anata no Omocha ni Narimasu,N/A,Light Novel (1 vols),Feb 2014 - Feb 2014
40571,Torokeru Youna Amai Oshioki,N/A,Light Novel (1 vols),May 2014 - May 2014
40572,Darenimo Ienai Himitsu no Shinsatsushitsu,N/A,Light Novel (1 vols),Aug 2014 - Aug 2014
40573,Sora no Makigai,N/A,Manga (1 vols),Apr 2005 - Oct 2007
40574,Kimagure na Kagayaki,N/A,Manga (1 vols),Jun 2004 - Jun 2007
40575,Boukun no Koi wa Itsumo Kageki,N/A,Light Novel (1 vols),Dec 2014 - Dec 2014
40576,Gofukuya no Kyoudai ni Nugasarete: Yuuwaku no Kitsuke Kyoushitsu,N/A,Light Novel (1 vols),Jan 2013 - Jan 2013
40577,Kowaomote Joushi kara no Gouin na Kyuuai: Darenimo Ienai Shokuren Jijou,N/A,Light Novel (1 vols),Oct 2016 - Oct 2016
40578,Crown of Lizard Man,N/A,Light Novel (? vols),Apr 2017 -
40579,Class no Gal to Game Jikkyou,N/A,Light Novel (2 vols),Apr 2017 - Aug 2017
40580,Boku no Nichijou ga Hentai ni Shinshoku sarete Pandemic!?,N/A,Light Novel (1 vols),Apr 2017 - Apr 2017
40581,Gyakuseichou Cheat de Sekai Saikyou,N/A,Light Novel (? vols),Apr 2017 -
40582,Yorokobi Sono Te ni Ochiru, Miwaku no Biki-tachi,N/A,Light Novel (1 vols),Oct 2016 - Oct 2016
40583,Kinai: Onzoushi no Ijou na Chouai,N/A,Light Novel (1 vols),Nov 2016 - Nov 2016
40584,Toshishita Danshi wa Itsumo Fukigen: Kanbi ni Honrou Sarete,N/A,Light Novel (1 vols),Dec 2016 - Dec 2016
40585,Shikakerareta Haitoku: Mitsu ni Torawareta Tsuyana Hana,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
40586,Keiyaku Fiancée Ikusei Keikaku: Oresama Shachou ni Dekiai Sarete,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
40587,Doukyuusei wa AV Danyuu!? Camera no Mae de Kanjichatta,N/A,Light Novel (1 vols),Oct 2012 - Oct 2012
40588,Honey Trap: Aoi Hitomi wa Yamato Nadeshiko wo Amaku Torokasu,N/A,Light Novel (1 vols),Apr 2014 - Apr 2014
40589,Kankin-hime: Ryakudatsuou ni Misomerarete, Torokasarete,N/A,Light Novel (1 vols),May 2014 - May 2014
40590,Suugaku Joshi,N/A,Manga (5 vols),Aug 2009 - Mar 2015
40591,Nurebara,N/A,Light Novel (1 vols),Jun 2014 - Jun 2014
40592,Himitsu no Biyaku,N/A,Light Novel (1 vols),Jun 2014 - Jun 2014
40593,Shakunetsu no Aegean-kai,N/A,Manga (1 vols),Oct 2007 - Oct 2007
40594,Sennen no Ai wo Chikatte,N/A,Manga (1 vols),2008 - 2008
40595,Madoka☆Engawa,N/A,Manga (3 vols),Jun 2012 - Oct 2016
40596,Tomadoi no Morning Coffee,N/A,Light Novel (1 vols),Jan 2016 - Jan 2016
