Rank,Title,Score,Chapters/Volumes,Published,Link
195,Yagate Kimi ni Naru: Saeki Sayaka ni Tsuite,8.40,Light Novel (3 vols),Nov 2018 - Mar 2020,https://myanimelist.net/manga/115506/Yagate_Kimi_ni_Naru__Saeki_Sayaka_ni_Tsuite
196,Yubisaki to Renren,8.40,Manga (? vols),Jul 2019 -,https://myanimelist.net/manga/121504/Yubisaki_to_Renren
197,Tensei shitara Slime Datta Ken,8.40,Manga (? vols),Mar 2015 -,https://myanimelist.net/manga/87609/Tensei_shitara_Slime_Datta_Ken
198,The Breaker: New Waves,8.39,Manhwa (20 vols),Oct 2010 - May 2015,https://myanimelist.net/manga/22651/The_Breaker__New_Waves
199,Boku dake ga Inai Machi,8.39,Manga (9 vols),Jun 2012 - Nov 2016,https://myanimelist.net/manga/39325/Boku_dake_ga_Inai_Machi
200,Kiseijuu,8.39,Manga (10 vols),Nov 1989 - Dec 1995,https://myanimelist.net/manga/401/Kiseijuu
201,Hadashi no Gen,8.39,Manga (10 vols),May 1973 - Sep 1974,https://myanimelist.net/manga/3281/Hadashi_no_Gen
202,Hoshi no Samidare,8.39,Manga (10 vols),Jun 2005 - Aug 2010,https://myanimelist.net/manga/10552/Hoshi_no_Samidare
203,xxxHOLiC,8.38,Manga (19 vols),Feb 2003 - Feb 2011,https://myanimelist.net/manga/10/xxxHOLiC
204,Cardcaptor Sakura,8.38,Manga (12 vols),May 1996 - Jul 2000,https://myanimelist.net/manga/106/Cardcaptor_Sakura
205,SKET Dance,8.38,Manga (32 vols),Jul 2007 - Jul 2013,https://myanimelist.net/manga/1414/SKET_Dance
206,Ballroom e Youkoso,8.38,Manga (? vols),Nov 2011 -,https://myanimelist.net/manga/48347/Ballroom_e_Youkoso
207,Umineko no Naku Koro ni Chiru,8.38,Light Novel (7 vols),Jul 2012 - Sep 2018,https://myanimelist.net/manga/79993/Umineko_no_Naku_Koro_ni_Chiru
208,SQ: Begin W/Your Name!,8.38,Manhua (1 vols),Oct 2015 - Oct 2015,https://myanimelist.net/manga/93516/SQ__Begin_W_Your_Name
209,Yuru Camp△,8.38,Manga (? vols),May 2015 -,https://myanimelist.net/manga/94376/Yuru_Camp△
210,Fumetsu no Anata e,8.38,Manga (? vols),Nov 2016 -,https://myanimelist.net/manga/102343/Fumetsu_no_Anata_e
211,Omniscient Reader,8.38,Manhwa (? vols),May 2020 -,https://myanimelist.net/manga/132214/Omniscient_Reader
212,Shadows House,8.37,Manga (? vols),Sep 2018 -,https://myanimelist.net/manga/115730/Shadows_House
213,Hirano to Kagiura,8.37,Manga (? vols),Mar 2019 -,https://myanimelist.net/manga/119279/Hirano_to_Kagiura
214,Bungou Stray Dogs,8.37,Light Novel (? vols),Apr 2014 -,https://myanimelist.net/manga/98380/Bungou_Stray_Dogs
215,Machida-kun no Sekai,8.37,Manga (7 vols),Jun 2013 - Apr 2018,https://myanimelist.net/manga/58141/Machida-kun_no_Sekai
216,Adachi to Shimamura,8.37,Light Novel (? vols),Oct 2012 -,https://myanimelist.net/manga/77597/Adachi_to_Shimamura
217,Mahoutsukai no Yome,8.36,Manga (? vols),Nov 2013 -,https://myanimelist.net/manga/61189/Mahoutsukai_no_Yome
218,Kanata kara,8.36,Manga (14 vols),Sep 1991 - Jan 2003,https://myanimelist.net/manga/923/Kanata_kara
219,Nichijou,8.36,Manga (? vols),Jun 2006 -,https://myanimelist.net/manga/3082/Nichijou
220,Daichouhen Doraemon,8.36,Manga (24 vols),Jan 1980 - Mar 2004,https://myanimelist.net/manga/12471/Daichouhen_Doraemon
221,Umineko no Naku Koro ni - Episode 3: Banquet of the Golden Witch,8.36,Manga (5 vols),Sep 2009 - Jun 2011,https://myanimelist.net/manga/16081/Umineko_no_Naku_Koro_ni_-_Episode_3__Banquet_of_the_Golden_Witch
222,Durarara!!,8.36,Light Novel (13 vols),Apr 2004 - Jan 2014,https://myanimelist.net/manga/16816/Durarara
223,Wotaku ni Koi wa Muzukashii,8.36,Manga (11 vols),Apr 2015 - Jul 2021,https://myanimelist.net/manga/89087/Wotaku_ni_Koi_wa_Muzukashii
224,Boy Meets Maria,8.36,Manga (1 vols),Oct 2017 - Aug 2018,https://myanimelist.net/manga/119392/Boy_Meets_Maria
225,Mo Dao Zu Shi,8.36,Manhua (? vols),Dec 2017 -,https://myanimelist.net/manga/137200/Mo_Dao_Zu_Shi
226,Re:Zero kara Hajimeru Isekai Seikatsu Ex,8.35,Light Novel (? vols),Jun 2015 -,https://myanimelist.net/manga/95243/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_Ex
227,Shin Angyo Onshi,8.35,Manga (17 vols),Mar 2001 - Aug 2007,https://myanimelist.net/manga/736/Shin_Angyo_Onshi
228,Konjiki no Gash!!,8.35,Manga (33 vols),Jan 2001 - Dec 2007,https://myanimelist.net/manga/869/Konjiki_no_Gash
229,Homunculus,8.35,Manga (15 vols),Mar 2003 - Feb 2011,https://myanimelist.net/manga/936/Homunculus
230,Saikyou Densetsu Kurosawa,8.35,Manga (11 vols),Jan 2003 - Sep 2006,https://myanimelist.net/manga/3575/Saikyou_Densetsu_Kurosawa
231,Lovely★Complex,8.34,Manga (17 vols),Aug 2001 - Aug 2007,https://myanimelist.net/manga/31/Lovely★Complex
232,Azumanga Daioh,8.34,Manga (4 vols),Jan 1999 - Mar 2002,https://myanimelist.net/manga/85/Azumanga_Daioh
233,Versailles no Bara,8.34,Manga (10 vols),1972 - 1973,https://myanimelist.net/manga/660/Versailles_no_Bara
234,Piano no Mori,8.34,Manga (26 vols),Aug 1998 - Nov 2015,https://myanimelist.net/manga/2895/Piano_no_Mori
235,Mushishi Tokubetsu-hen: Hihamukage,8.34,Manga (1 vols),Nov 2013 - Dec 2013,https://myanimelist.net/manga/62023/Mushishi_Tokubetsu-hen__Hihamukage
236,Dungeon Meshi,8.34,Manga (? vols),Feb 2014 -,https://myanimelist.net/manga/85781/Dungeon_Meshi
237,Ookami Kodomo no Ame to Yuki,8.34,Manga (3 vols),Apr 2012 - Aug 2013,https://myanimelist.net/manga/40761/Ookami_Kodomo_no_Ame_to_Yuki
238,Toshokan no Daimajutsushi,8.34,Manga (? vols),Nov 2017 -,https://myanimelist.net/manga/110771/Toshokan_no_Daimajutsushi
239,Kieta Hatsukoi,8.33,Manga (9 vols),Jun 2019 - Jun 2022,https://myanimelist.net/manga/122906/Kieta_Hatsukoi
240,Canis Series,8.33,Manga (? vols),Jun 2012 -,https://myanimelist.net/manga/57791/Canis_Series
241,Gakuen Alice,8.33,Manga (31 vols),Sep 2002 - Jun 2013,https://myanimelist.net/manga/320/Gakuen_Alice
242,Mars,8.33,Manga (15 vols),Jan 1996 - Nov 2000,https://myanimelist.net/manga/443/Mars
243,Full Metal Panic! Sigma,8.33,Manga (19 vols),Apr 2005 - Sep 2013,https://myanimelist.net/manga/895/Full_Metal_Panic_Sigma
244,Touch,8.33,Manga (26 vols),Aug 1981 - Nov 1986,https://myanimelist.net/manga/1013/Touch
245,Black Jack,8.33,Manga (25 vols),Nov 1973 - Oct 1983,https://myanimelist.net/manga/1600/Black_Jack
246,Ten: Tenhou-doori no Kaidanji,8.33,Manga (18 vols),Aug 1989 - Apr 2002,https://myanimelist.net/manga/3571/Ten__Tenhou-doori_no_Kaidanji
247,Gin no Saji,8.33,Manga (15 vols),Apr 2011 - Nov 2019,https://myanimelist.net/manga/25096/Gin_no_Saji
248,Orange,8.33,Manga (6 vols),Mar 2012 - Jan 2017,https://myanimelist.net/manga/35573/Orange
249,Koko wa Ima kara Rinri desu.,8.33,Manga (? vols),Oct 2016 -,https://myanimelist.net/manga/106809/Koko_wa_Ima_kara_Rinri_desu
250,Youjo Senki,8.32,Manga (? vols),Apr 2016 -,https://myanimelist.net/manga/98436/Youjo_Senki
251,Mairimashita! Iruma-kun,8.32,Manga (? vols),Mar 2017 -,https://myanimelist.net/manga/104241/Mairimashita_Iruma-kun
252,Shiori Experience: Jimi na Watashi to Hen na Ojisan,8.32,Manga (? vols),Oct 2013 -,https://myanimelist.net/manga/87397/Shiori_Experience__Jimi_na_Watashi_to_Hen_na_Ojisan
253,Kage no Jitsuryokusha ni Naritakute!,8.32,Light Novel (? vols),Nov 2018 -,https://myanimelist.net/manga/115922/Kage_no_Jitsuryokusha_ni_Naritakute
254,Sakamichi no Apollon: Bonus Track,8.32,Manga (1 vols),Mar 2012 - Jul 2012,https://myanimelist.net/manga/47022/Sakamichi_no_Apollon__Bonus_Track
255,Sora wa Akai Kawa no Hotori,8.32,Manga (28 vols),Jan 1995 - Jun 2002,https://myanimelist.net/manga/79/Sora_wa_Akai_Kawa_no_Hotori
256,Buddha,8.32,Manga (14 vols),Sep 1972 - Nov 1983,https://myanimelist.net/manga/1111/Buddha
257,Death Note Another Note: Los Angeles BB Renzoku Satsujin Jiken,8.32,Novel (1 vols),Aug 2006 - Aug 2006,https://myanimelist.net/manga/7458/Death_Note_Another_Note__Los_Angeles_BB_Renzoku_Satsujin_Jiken
258,Love So Life,8.32,Manga (17 vols),Apr 2008 - Jul 2015,https://myanimelist.net/manga/14236/Love_So_Life
259,Tsubasa: RESERVoir CHRoNiCLE,8.31,Manga (28 vols),May 2003 - Oct 2009,https://myanimelist.net/manga/9/Tsubasa__RESERVoir_CHRoNiCLE
260,Tokyo Crazy Paradise,8.31,Manga (19 vols),Dec 1996 - Apr 2002,https://myanimelist.net/manga/762/Tokyo_Crazy_Paradise
261,Angel Densetsu,8.31,Manga (15 vols),May 1992 - Feb 2000,https://myanimelist.net/manga/838/Angel_Densetsu
262,Liar Game,8.31,Manga (19 vols),Feb 2005 - Jan 2015,https://myanimelist.net/manga/1649/Liar_Game
263,Komatta Toki ni wa Hoshi ni Kike,8.31,Manga (26 vols),Mar 1997 - May 2005,https://myanimelist.net/manga/2459/Komatta_Toki_ni_wa_Hoshi_ni_Kike
264,Dengeki Daisy,8.31,Manga (16 vols),May 2007 - Dec 2013,https://myanimelist.net/manga/5255/Dengeki_Daisy
265,Hana to Akuma,8.31,Manga (10 vols),Oct 2007 - Nov 2010,https://myanimelist.net/manga/6520/Hana_to_Akuma
266,Doukyuusei,8.31,Manga (1 vols),Jul 2006 - Jul 2007,https://myanimelist.net/manga/9699/Doukyuusei
267,Takemitsuzamurai,8.31,Manga (8 vols),Aug 2006 - Mar 2010,https://myanimelist.net/manga/15306/Takemitsuzamurai
268,Gakuen Babysitters,8.31,Manga (? vols),Sep 2009 -,https://myanimelist.net/manga/16922/Gakuen_Babysitters
269,Fate/strange Fake,8.31,Light Novel (? vols),Jan 2015 -,https://myanimelist.net/manga/83903/Fate_strange_Fake
270,Chichi to Hige-Gorilla to Watashi,8.31,Manga (7 vols),Feb 2011 - Nov 2018,https://myanimelist.net/manga/84983/Chichi_to_Hige-Gorilla_to_Watashi
271,Eleceed,8.31,Manhwa (? vols),Oct 2018 -,https://myanimelist.net/manga/147171/Eleceed
272,Naruto Shinden Series,8.31,Light Novel (3 vols),Sep 2015 - Nov 2015,https://myanimelist.net/manga/90531/Naruto_Shinden_Series
273,Totsukuni no Shoujo,8.31,Manga (11 vols),Sep 2015 - Mar 2021,https://myanimelist.net/manga/93972/Totsukuni_no_Shoujo
274,Tokyo卍Revengers,8.31,Manga (? vols),Mar 2017 -,https://myanimelist.net/manga/104565/Tokyo卍Revengers
275,Annarasumanara,8.31,Manhwa (3 vols),Jul 2010 - Dec 2010,https://myanimelist.net/manga/30079/Annarasumanara
276,Gochuumon wa Usagi desu ka?,8.31,Manga (? vols),Jan 2011 -,https://myanimelist.net/manga/49835/Gochuumon_wa_Usagi_desu_ka
277,Yomawari Sensei,8.30,Manga (9 vols),Oct 2004 - Dec 2008,https://myanimelist.net/manga/17910/Yomawari_Sensei
278,Saiki Kusuo no Ψ-nan,8.30,Manga (26 vols),May 2012 - Jul 2018,https://myanimelist.net/manga/37755/Saiki_Kusuo_no_Ψ-nan
279,Kodomo no Omocha,8.30,Manga (10 vols),Jul 1994 - Oct 1998,https://myanimelist.net/manga/18/Kodomo_no_Omocha
280,Blame!,8.30,Manga (10 vols),Jan 1997 - Jul 2003,https://myanimelist.net/manga/149/Blame
281,Hellsing,8.30,Manga (10 vols),Apr 1997 - Sep 2008,https://myanimelist.net/manga/267/Hellsing
282,Planetes,8.30,Manga (4 vols),Jan 1999 - Jan 2004,https://myanimelist.net/manga/481/Planetes
283,Claymore,8.30,Manga (27 vols),May 2001 - Oct 2014,https://myanimelist.net/manga/583/Claymore
284,Higurashi no Naku Koro ni Kai: Meakashi-hen,8.30,Manga (4 vols),Jun 2006 - Feb 2008,https://myanimelist.net/manga/1262/Higurashi_no_Naku_Koro_ni_Kai__Meakashi-hen
285,Higurashi no Naku Koro ni Kai: Tsumihoroboshi-hen,8.30,Manga (4 vols),Jun 2006 - Apr 2008,https://myanimelist.net/manga/1263/Higurashi_no_Naku_Koro_ni_Kai__Tsumihoroboshi-hen
286,Kengan Ashura,8.30,Manga (27 vols),Apr 2012 - Aug 2018,https://myanimelist.net/manga/72025/Kengan_Ashura
287,The Fable,8.30,Manga (22 vols),Nov 2014 - Nov 2019,https://myanimelist.net/manga/87844/The_Fable
288,Ojisama to Neko,8.30,Manga (? vols),Jun 2017 -,https://myanimelist.net/manga/112774/Ojisama_to_Neko
289,Violet Evergarden Gaiden,8.29,Light Novel (1 vols),Mar 2018 - Mar 2018,https://myanimelist.net/manga/113819/Violet_Evergarden_Gaiden
290,Skip to Loafer,8.29,Manga (? vols),Aug 2018 -,https://myanimelist.net/manga/118289/Skip_to_Loafer
291,D.Gray-man,8.29,Manga (? vols),May 2004 -,https://myanimelist.net/manga/24/DGray-man
292,Hanazakari no Kimitachi e,8.29,Manga (23 vols),Aug 1996 - Aug 2004,https://myanimelist.net/manga/57/Hanazakari_no_Kimitachi_e
293,Petshop of Horrors,8.29,Manga (10 vols),1995 - 1998,https://myanimelist.net/manga/128/Petshop_of_Horrors
294,Hachimitsu to Clover,8.29,Manga (10 vols),Apr 2000 - Jul 2006,https://myanimelist.net/manga/1009/Hachimitsu_to_Clover
295,Detective Conan,8.29,Manga (? vols),Jan 1994 -,https://myanimelist.net/manga/1061/Detective_Conan
296,Higurashi no Naku Koro ni Kai: Minagoroshi-hen,8.29,Manga (6 vols),Jun 2008 - Jun 2010,https://myanimelist.net/manga/9548/Higurashi_no_Naku_Koro_ni_Kai__Minagoroshi-hen
297,No.6,8.29,Manga (9 vols),Jan 2011 - Nov 2013,https://myanimelist.net/manga/24308/No6
298,Taishou Otome Otogibanashi,8.29,Manga (5 vols),Jul 2015 - Sep 2017,https://myanimelist.net/manga/96044/Taishou_Otome_Otogibanashi
299,Koimonogatari,8.28,Manga (? vols),May 2013 -,https://myanimelist.net/manga/92252/Koimonogatari
300,Kimetsu no Yaiba,8.28,Manga (23 vols),Feb 2016 - May 2020,https://myanimelist.net/manga/96792/Kimetsu_no_Yaiba
301,Beastars,8.28,Manga (22 vols),Sep 2016 - Oct 2020,https://myanimelist.net/manga/103701/Beastars
302,Paradise Kiss,8.28,Manga (5 vols),Mar 1999 - Mar 2003,https://myanimelist.net/manga/29/Paradise_Kiss
303,Black Lagoon,8.28,Manga (? vols),Apr 2002 -,https://myanimelist.net/manga/735/Black_Lagoon
304,Magi,8.28,Manga (37 vols),Jun 2009 - Oct 2017,https://myanimelist.net/manga/14790/Magi
305,Private Opinion: Banana Fish Another Story,8.28,Manga (1 vols),Dec 1995 - Dec 1995,https://myanimelist.net/manga/16593/Private_Opinion__Banana_Fish_Another_Story
306,Teito Seihai Kitan: Fate/type Redline,8.28,Manga (? vols),Dec 2019 -,https://myanimelist.net/manga/123444/Teito_Seihai_Kitan__Fate_type_Redline
307,Nan Hao Shang Feng,8.28,Manhua (? vols),Apr 2021 -,https://myanimelist.net/manga/138533/Nan_Hao_Shang_Feng
308,Sword Art Online: Progressive,8.28,Light Novel (? vols),Oct 2012 -,https://myanimelist.net/manga/43921/Sword_Art_Online__Progressive
309,Blue Giant,8.28,Manga (10 vols),May 2013 - Aug 2016,https://myanimelist.net/manga/85719/Blue_Giant
310,Eden: It's an Endless World!,8.27,Manga (18 vols),Sep 1997 - Jun 2008,https://myanimelist.net/manga/731/Eden__Its_an_Endless_World
311,Saint Seiya: The Lost Canvas - Meiou Shinwa,8.27,Manga (25 vols),Sep 2006 - Apr 2011,https://myanimelist.net/manga/1047/Saint_Seiya__The_Lost_Canvas_-_Meiou_Shinwa
312,Saiyuuki Gaiden,8.27,Manga (4 vols),May 1999 - May 2009,https://myanimelist.net/manga/1097/Saiyuuki_Gaiden
313,Kimi ni Todoke,8.27,Manga (30 vols),Aug 2005 - Nov 2017,https://myanimelist.net/manga/3378/Kimi_ni_Todoke
314,Umineko no Naku Koro ni - Episode 4: Alliance of the Golden Witch,8.27,Manga (6 vols),Oct 2009 - Feb 2012,https://myanimelist.net/manga/16144/Umineko_no_Naku_Koro_ni_-_Episode_4__Alliance_of_the_Golden_Witch
315,Shouwa Genroku Rakugo Shinjuu,8.27,Manga (10 vols),Mar 2010 - Jun 2016,https://myanimelist.net/manga/26704/Shouwa_Genroku_Rakugo_Shinjuu
316,Ansatsu Kyoushitsu,8.27,Manga (21 vols),Jul 2012 - Apr 2016,https://myanimelist.net/manga/39883/Ansatsu_Kyoushitsu
317,Hidamari ga Kikoeru: Limit,8.27,Manga (3 vols),Oct 2016 - Dec 2019,https://myanimelist.net/manga/112091/Hidamari_ga_Kikoeru__Limit
318,Jigokuraku,8.27,Manga (13 vols),Jan 2018 - Jan 2021,https://myanimelist.net/manga/112318/Jigokuraku
319,Mo Dao Zu Shi,8.27,Novel (4 vols),Dec 2016 - Dec 2016,https://myanimelist.net/manga/121405/Mo_Dao_Zu_Shi
320,Sweet Home,8.27,Manhwa (12 vols),Oct 2017 - Jul 2020,https://myanimelist.net/manga/124845/Sweet_Home
321,Silver Diamond,8.26,Manga (27 vols),Aug 2003 - May 2012,https://myanimelist.net/manga/1208/Silver_Diamond
322,Cat Street,8.26,Manga (8 vols),Jul 2004 - Sep 2007,https://myanimelist.net/manga/1802/Cat_Street
323,Kamigami no Itadaki,8.26,Manga (5 vols),Feb 2000 - Mar 2003,https://myanimelist.net/manga/4625/Kamigami_no_Itadaki
324,Toaru Majutsu no Index Gaiden: Toaru Kagaku no Railgun,8.26,Manga (? vols),Feb 2007 -,https://myanimelist.net/manga/7776/Toaru_Majutsu_no_Index_Gaiden__Toaru_Kagaku_no_Railgun
325,Hai to Gensou no Grimgar,8.26,Light Novel (? vols),Jun 2013 -,https://myanimelist.net/manga/56755/Hai_to_Gensou_no_Grimgar
326,Kuragehime,8.26,Manga (17 vols),Oct 2008 - Aug 2017,https://myanimelist.net/manga/17904/Kuragehime
327,Sunny,8.26,Manga (6 vols),Dec 2010 - Jul 2015,https://myanimelist.net/manga/23571/Sunny
328,Feng Shen Ji II,8.26,Manhua (? vols),2011 - 2012,https://myanimelist.net/manga/43915/Feng_Shen_Ji_II
329,Feng Shen Ji III,8.26,Manhua (? vols),2012 - 2014,https://myanimelist.net/manga/44711/Feng_Shen_Ji_III
330,Machikado Mazoku,8.26,Manga (? vols),Jun 2014 -,https://myanimelist.net/manga/108566/Machikado_Mazoku
331,Ghost Hunt,8.25,Manga (12 vols),Dec 1997 - Sep 2010,https://myanimelist.net/manga/158/Ghost_Hunt
332,Shonan Junai Gumi!,8.25,Manga (31 vols),Sep 1990 - Sep 1996,https://myanimelist.net/manga/445/Shonan_Junai_Gumi
333,Hourou Musuko,8.25,Manga (15 vols),Nov 2002 - Jul 2013,https://myanimelist.net/manga/585/Hourou_Musuko
334,Sanctuary,8.25,Manga (12 vols),1990 - 1995,https://myanimelist.net/manga/1461/Sanctuary
335,JoJo no Kimyou na Bouken Part 6: Stone Ocean,8.25,Manga (17 vols),Dec 1999 - Apr 2003,https://myanimelist.net/manga/3009/JoJo_no_Kimyou_na_Bouken_Part_6__Stone_Ocean
336,Akagami no Shirayuki-hime,8.25,Manga (? vols),Aug 2006 -,https://myanimelist.net/manga/4571/Akagami_no_Shirayuki-hime
337,Toradora!,8.25,Light Novel (10 vols),Mar 2006 - Mar 2009,https://myanimelist.net/manga/7149/Toradora
338,Yuru Yuri,8.25,Manga (? vols),Jun 2008 -,https://myanimelist.net/manga/11593/Yuru_Yuri
339,Act-age,8.25,Manga (12 vols),Jan 2018 - Aug 2020,https://myanimelist.net/manga/112115/Act-age
340,Katanagatari,8.25,Light Novel (12 vols),Jan 2007 - Dec 2007,https://myanimelist.net/manga/18161/Katanagatari
341,Taiyou no Ie,8.25,Manga (13 vols),Apr 2010 - May 2015,https://myanimelist.net/manga/26736/Taiyou_no_Ie
342,Rokka no Yuusha,8.25,Light Novel (6 vols),Aug 2011 - Jul 2015,https://myanimelist.net/manga/55869/Rokka_no_Yuusha
343,Tokyo Ghoul:re,8.25,Manga (16 vols),Oct 2014 - Jul 2018,https://myanimelist.net/manga/81117/Tokyo_Ghoul_re
344,Tsurezure Children,8.24,Manga (12 vols),Aug 2014 - Jul 2018,https://myanimelist.net/manga/58027/Tsurezure_Children
345,Yugami-kun ni wa Tomodachi ga Inai,8.24,Manga (16 vols),May 2012 - May 2019,https://myanimelist.net/manga/62547/Yugami-kun_ni_wa_Tomodachi_ga_Inai
346,Genshiken,8.24,Manga (21 vols),Apr 2002 - Aug 2016,https://myanimelist.net/manga/348/Genshiken
347,Solanin,8.24,Manga (2 vols),Jun 2005 - Apr 2006,https://myanimelist.net/manga/3731/Solanin
348,GTO: Shonan 14 Days,8.24,Manga (9 vols),Jun 2009 - Nov 2011,https://myanimelist.net/manga/14531/GTO__Shonan_14_Days
349,Komi-san wa, Comyushou desu.,8.24,Manga (? vols),May 2016 -,https://myanimelist.net/manga/99007/Komi-san_wa_Comyushou_desu
350,Danshi Koukousei no Nichijou,8.24,Manga (7 vols),May 2009 - Sep 2012,https://myanimelist.net/manga/26144/Danshi_Koukousei_no_Nichijou
351,Shimeji Simulation,8.24,Manga (? vols),Jan 2019 -,https://myanimelist.net/manga/117851/Shimeji_Simulation
352,Kage no Jitsuryokusha ni Naritakute!,8.24,Manga (? vols),Dec 2018 -,https://myanimelist.net/manga/119022/Kage_no_Jitsuryokusha_ni_Naritakute
353,Shousetsu Kimi no Na wa.,8.24,Novel (1 vols),Jun 2016 - Jun 2016,https://myanimelist.net/manga/121781/Shousetsu_Kimi_no_Na_wa
354,Your Throne,8.24,Manhwa (? vols),Jan 2020 -,https://myanimelist.net/manga/130832/Your_Throne
355,Villains Are Destined to Die,8.24,Manhwa (? vols),May 2020 -,https://myanimelist.net/manga/133641/Villains_Are_Destined_to_Die
356,Tonikaku Kawaii,8.23,Manga (? vols),Feb 2018 -,https://myanimelist.net/manga/112589/Tonikaku_Kawaii
357,Meteor Methuselah,8.23,Manga (11 vols),Aug 1998 - May 2011,https://myanimelist.net/manga/373/Meteor_Methuselah
358,Saiyuuki Reload,8.23,Manga (10 vols),Mar 2002 - Jun 2009,https://myanimelist.net/manga/510/Saiyuuki_Reload
359,Boogiepop Series,8.23,Light Novel (? vols),Feb 1998 -,https://myanimelist.net/manga/1315/Boogiepop_Series
360,Hikari to Tomo ni...: Jiheishouji wo Kakaete,8.23,Manga (15 vols),Sep 2000 - Apr 2009,https://myanimelist.net/manga/4258/Hikari_to_Tomo_ni__Jiheishouji_wo_Kakaete
361,Usogui,8.23,Manga (49 vols),May 2006 - Dec 2017,https://myanimelist.net/manga/9982/Usogui
362,Tasogare Otome x Amnesia,8.23,Manga (10 vols),Apr 2008 - Sep 2013,https://myanimelist.net/manga/15805/Tasogare_Otome_x_Amnesia
363,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,8.23,Light Novel (? vols),Jan 2013 -,https://myanimelist.net/manga/56743/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka
364,Dead Dead Demon's Dededededestruction,8.23,Manga (12 vols),Apr 2014 - Feb 2022,https://myanimelist.net/manga/70801/Dead_Dead_Demons_Dededededestruction
365,Aku no Hana,8.23,Manga (11 vols),Sep 2009 - May 2014,https://myanimelist.net/manga/24705/Aku_no_Hana
366,Hirunaka no Ryuusei,8.23,Manga (12 vols),May 2011 - Nov 2014,https://myanimelist.net/manga/27231/Hirunaka_no_Ryuusei
367,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,8.23,Light Novel (12 vols),Apr 2011 - Apr 2015,https://myanimelist.net/manga/45855/Mondaiji-tachi_ga_Isekai_kara_Kuru_Sou_desu_yo
368,Kishuku Gakkou no Juliet,8.23,Manga (16 vols),Jul 2015 - Sep 2019,https://myanimelist.net/manga/91514/Kishuku_Gakkou_no_Juliet
369,Kaichou wa Maid-sama!: Marriage,8.23,Manga (1 vols),Nov 2013 - Apr 2018,https://myanimelist.net/manga/103989/Kaichou_wa_Maid-sama__Marriage
370,NHK ni Youkoso!,8.22,Novel (1 vols),Jan 2002 - Jan 2002,https://myanimelist.net/manga/119282/NHK_ni_Youkoso
371,Dandadan,8.22,Manga (? vols),Apr 2021 -,https://myanimelist.net/manga/135496/Dandadan
372,Hirayasumi,8.22,Manga (? vols),Apr 2021 -,https://myanimelist.net/manga/137303/Hirayasumi
373,Spirit Fingers,8.21,Manhwa (13 vols),May 2015 - Jul 2018,https://myanimelist.net/manga/112370/Spirit_Fingers
374,Re:Zero kara Hajimeru Isekai Seikatsu: Dai-4 Shou - Seiiki to Gouyoku no Majo,8.21,Manga (? vols),Sep 2019 -,https://myanimelist.net/manga/124470/Re_Zero_kara_Hajimeru_Isekai_Seikatsu__Dai-4_Shou_-_Seiiki_to_Gouyoku_no_Majo
375,Dr. Stone,8.21,Manga (26 vols),Mar 2017 - Mar 2022,https://myanimelist.net/manga/103897/Dr_Stone
376,NieR:Automata,8.21,Light Novel (2 vols),Aug 2017 - Oct 2017,https://myanimelist.net/manga/108495/NieR_Automata
